"X0"	"X0.1"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"	"X39"	"X40"	"X41"	"X42"	"X43"	"X44"	"X45"	"X46"
"IMAGE:1202731"	-1.498716	-0.028337	-0.111419	-1.173267	0.418616	0.258698	0.46099	0.123337	0.399515	0.39442	0.171763	0.24966	0.201943	0.246761	0.146257	-0.044072	0.933443	0.06215	0.148702	-0.537353	0.12829	0.039587	-0.235246	0.49939	0.072794	-0.116511	0.606728	-0.163345	0.286791	0.097153	0.460768	0.157014	-0.056521	-0.589602	0.071489	-0.655328	-0.67445	-0.065848	0.167862	0.446338	-0.235446	0.158047	-0.093894	0.019761	-0.34468	0.553754	-0.073887	-0.007163
"IMAGE:250966"	0.251582	0.114587	0.424495	0.762261	0.433187	0.386754	0.394344	0.380391	0.155238	-0.007791	0.339424	0.242413	0.246053	0.438204	0.452018	0.425595	-0.012631	0.222479	0.183368	0.396935	-0.036238	-0.037419	0.102389	0.093741	-0.020328	-0.615124	-0.433947	-0.355453	0.05681	-0.24074	-0.189962	-0.077299	-0.422432	-0.513895	-0.434376	-0.022822	-0.273542	-0.051326	-0.129186	-0.221169	-0.346762	-0.267252	-0.385224	-0.007939	-0.03729	-0.118664	-0.501276	-0.240653
"IMAGE:141854"	-0.078538	-0.008383	-0.291295	0.018911	0.481142	0.19505	0.342086	-0.121054	0.083049	-0.114239	-0.277018	-0.634086	-0.423657	0.124256	-0.140044	-0.274421	-0.236784	-0.120479	-0.336416	-0.095059	0.203766	-0.02513	-0.235173	-0.046961	-0.479029	0.03807	-0.252958	-0.11852	0.40352	0.095784	0.240519	0.293438	0.04481	0.201664	0.580172	0.315949	0.379849	-0.235572	0.264907	-0.310225	0.521109	-0.311467	-0.067869	-0.276282	0.341461	-0.037181	0.074742	-0.036831
"IMAGE:595637"	-0.396396	-0.447258	-0.099446	0.085122	0.09976	0.227593	0.036305	-0.155187	-0.130997	-0.306885	-0.198144	-0.671587	-0.062028	-0.304203	-0.279247	-0.126218	0.05698	-0.206163	-0.052829	-0.225213	0.33079	0.39766	0.289467	-0.056041	-0.107052	-0.394494	-0.166606	-0.03963	0.006892	-0.013231	-0.215562	0.023926	0.232222	0.287066	0.083045	0.335894	-0.101324	0.2136	0.125861	0.354059	0.378606	0.052265	0.346672	0.048862	0.311569	0.268753	0.030827	0.213693
"IMAGE:1892526"	-0.320336	0.083277	0.455932	0.755576	0.92406	0.69568	0.461636	0.519948	0.221753	0.262879	0.269241	0.413557	0.434775	0.349015	0.240234	0.133728	0.469331	0.058086	-0.125372	-0.212649	-0.299442	0.001416	-0.255773	-0.014051	0.125927	0.112207	0.114808	-0.190683	-0.275362	-0.216168	-0.2068	-0.274069	-0.510246	-0.171421	-0.584074	-0.204911	-0.417673	-0.185042	0.08178	-0.351829	-0.271938	-0.255223	-0.325912	-0.087668	-0.167308	-0.169236	-0.370153	-0.458194
"IMAGE:753428"	-0.216123	-0.158882	-0.68217	-0.587052	0.313676	-0.049619	0.160986	0.219029	0.469427	-0.131967	0.311398	0.568954	0.132508	0.582092	0.32244	0.371026	0.016274	0.350603	-0.150047	0.304509	-0.385738	0.198008	0.103377	0.091504	-0.152372	-0.419149	0.369779	0.171076	-0.088232	0.059305	-0.026032	0.200367	-0.583444	-0.169219	0.048542	-0.532282	0.149674	-0.069271	-0.369944	0.115441	-0.141616	0.095456	-0.033296	-0.03706	0.146233	-0.065784	-0.016253	0.235544
"IMAGE:1880117"	0.015732	0.665029	0.757422	-0.1353	0.275241	-0.077965	0.202602	-0.546679	-0.389403	-0.740297	0.051029	0.530663	0.32844	0.085105	0.544431	-0.014268	0.14364	-0.123423	0.784876	0.408388	0.321534	-0.34522	0.299275	0.016846	0.655985	-0.423667	-1.374376	-0.678792	0.669592	-0.610314	0.42386	-0.358485	-0.324615	-0.41389	-0.21129	-0.350725	0.286921	0.227521	0.307146	-0.0902	-0.606957	0.160485	0.227595	0.481461	0.027666	-0.011338	-0.058641	-0.504661
"IMAGE:132140"	-0.131826	-0.071782	-0.067797	0.085853	0.384644	-0.05501	0.167995	0.371416	0.122035	-0.028886	0.502055	-0.012792	0.164209	-0.179356	0.189143	-0.013004	0.381954	-0.003946	0.271441	0.334961	0.419502	0.308411	0.133205	0.120047	0.36869	0.471788	-0.228051	-0.22857	0.084852	-0.24739	-0.181482	-0.037166	0.132591	0.062136	-0.166527	-0.20234	-0.391304	-0.27491	-0.242892	-0.078149	-0.279763	-0.352526	-0.062224	-0.226481	-0.348186	-0.119143	-0.057195	-0.414011
"YML090W"	0.353367	-0.162558	-0.582595	-0.781667	-0.157954	-0.334079	-0.02224	-1.263174	0.476538	0.925845	-0.094607	-0.142571	0.482914	0.77213	0.393705	-0.367249	0.477244	0.104155	0.232809	0.371486	-0.46091	-0.284287	0.459389	-0.002498	0.076503	0.714693	-0.072625	-0.375645	-0.262495	0.019935	-0.995731	-0.437998	0.328714	-0.074749	-0.108503	0.622521	-0.280206	-0.270048	0.100783	-0.432287	0.096596	0.461267	0.967308	0.449089	-0.281624	-0.102927	-0.165367	-0.707496
"IMAGE:815174"	-0.180739	-0.081924	0.349624	0.36303	-0.238375	0.306565	0.227444	0.173759	-0.358823	-0.17179	-0.23444	-0.086912	0.100957	0.258541	0.193305	0.233969	-0.063304	0.267364	0.164548	0.254606	-0.240712	0.013141	-0.199927	-0.078773	-0.209479	0.079163	-0.282448	0.006593	0.301023	-0.165657	0.106547	0.137414	-0.08933	0.143702	-0.128346	0.172569	-0.054355	0.080848	-0.271995	-0.187245	-0.257376	-0.271106	-0.084629	-0.015959	-0.171247	-0.003957	-0.128615	0.287021
"IMAGE:970651"	-0.307075	0.194869	0.255181	-0.00231	0.623661	-0.272058	0.518858	0.174751	-0.050805	-0.255451	-0.15717	-0.219481	0.207152	-0.185312	-0.044843	-0.249124	0.350599	0.112505	0.065491	-0.073105	-0.094622	0.065395	0.150423	-0.278776	0.487022	-0.596641	-0.064051	0.276441	0.425964	0.034374	0.232377	-0.472381	-0.011926	0.40926	-0.650172	-0.325936	0.264019	0.096205	0.147497	-0.479048	0.105892	-0.643902	0.268974	0.039734	0.139323	-0.045387	0.325248	0.171188
"IMAGE:161097"	0.381865	0.256055	-0.246023	0.438478	0.106716	0.307793	-0.557506	-0.005966	-0.216918	0.38677	0.302815	0.32503	0.144007	-0.151122	0.078525	-0.449529	0.194407	-0.464662	-0.480981	-0.160092	-0.380347	-0.176194	-0.367038	0.091019	0.369662	-0.949867	-0.337338	-1.101893	0.131828	0.407452	0.061025	-0.280191	0.771981	0.314602	0.387423	-0.33034	0.406253	-0.583038	-0.286352	-0.431756	0.299386	-0.200029	0.904361	-0.42734	0.044528	0.261971	0.465047	0.104973
"IMAGE:788536"	0.294526	0.209629	0.158323	0.463721	0.204175	0.457641	0.328855	0.237446	0.099462	0.385598	0.250478	0.2461	0.374265	0.483259	0.162995	0.240602	-0.084378	0.017522	-0.430128	0.198957	-0.321219	0.041457	-0.223973	0.07096	-0.237107	0.269695	0.000734	-0.677812	0.058971	-0.519702	-0.14629	-0.320121	-0.086915	-0.435498	0.042016	-0.429617	-0.103594	0.03053	-0.115107	0.019147	-0.321823	0.007292	-0.040303	0.091186	-0.293433	-0.051655	-0.291249	-0.205757
"IMAGE:770957"	0.063389	0.168407	0.234181	-0.138917	-0.221578	-0.277676	-0.116686	0.05243	0.288047	-0.195035	0.138521	0.088481	-0.042418	-0.292046	-0.140502	-0.34506	-0.14813	-0.246343	-0.644146	-0.269208	0.770864	-0.336091	0.24944	0.238299	-0.047377	0.420632	0.44308	0.260316	-0.09053	-0.045903	-0.417953	-0.032799	-0.160138	-0.148803	-0.123007	0.278883	0.144091	0.182635	0.205493	0.075032	0.244533	-0.272681	-0.035612	0.2571	-0.237781	0.079791	0.107274	0.185836
"IMAGE:1857974"	1.218274	0.163068	0.152858	0.008644	-0.259516	0.388946	-0.426072	-0.282797	-0.151164	-0.225619	-0.191632	-0.283875	-0.521323	0.316992	-0.012097	-0.131403	0.3012	0.225758	-0.033251	0.205797	0.078174	0.236759	-0.210055	0.028165	0.196227	-0.804086	-0.349685	-0.250421	-0.12726	0.358413	-0.215841	-0.289021	0.240492	-0.475743	0.122163	0.124595	-0.072614	-0.662043	0.176877	-0.11193	-0.137949	-0.208404	0.437975	0.441444	0.270724	0.381458	-0.018618	-0.034291
"IMAGE:133895"	0.296688	-0.39213	-0.229768	0.660167	0.15164	0.387128	0.026106	0.164861	0.304247	0.044296	0.075205	-0.014534	0.083931	0.260523	0.028994	0.258276	0.208526	0.444887	-0.043905	-0.058417	-0.230079	0.00983	0.129902	-0.487417	-0.394756	-0.447427	0.422476	0.119542	-0.432655	-0.164782	-0.278835	-0.254012	0.37308	-0.238396	0.199612	0.220598	-0.179968	0.040522	-0.04184	-0.243576	0.13937	-0.113628	-0.299588	0.430407	-0.233483	-0.150398	-0.617084	-0.219533
"IMAGE:32299"	0.049008	0.08184	-0.054269	0.013416	-0.031167	-0.202754	-0.16238	-0.214259	-0.034291	-0.152191	-0.125546	-0.15203	-0.172873	-0.186825	-0.30339	-0.232749	-0.341762	-0.392941	-0.28694	-0.409311	-0.251524	-0.255522	-0.346897	-0.024024	-0.007997	-0.0496	-0.142817	0.060508	-0.061476	-0.009229	0.12627	0.01831	0.066	0.181131	0.245753	0.163257	0.072874	0.170331	0.276521	0.242683	0.513581	0.232599	0.254003	0.282665	0.358592	0.259711	0.236225	0.142673
"IMAGE:767402"	0.522467	0.394399	0.37185	0.168792	-0.221503	0.052297	-0.076916	-0.562069	-0.181441	-0.233925	-0.118934	-0.319419	-0.296553	-0.252212	-0.240049	-0.841829	-0.453057	-0.577909	-0.914729	0.053286	-0.594288	0.023449	-0.322049	0.311725	0.581152	0.097453	-0.155115	-0.097751	-0.09415	0.013832	-0.081967	-0.115188	0.168952	0.061358	0.193086	-0.080661	0.324593	-0.059069	0.04816	0.451092	0.515341	0.182035	0.454359	0.003072	0.402366	0.310463	0.315268	0.069836
"IMAGE:1625698"	-0.448241	0.267982	-0.354373	-0.986743	0.348033	0.307065	-0.391972	0.049661	-0.293662	0.0637	0.153333	0.075889	-0.255597	0.495664	0.171926	0.006868	0.329707	-0.020843	0.279445	0.511115	-0.023032	-0.290313	0.095897	0.014002	0.223386	-0.040069	-0.067225	0.082478	-0.44896	-0.262474	-0.262299	0.368412	0.31721	0.22639	-0.101112	-0.178902	-0.236912	0.088496	0.03031	0.371954	0.043473	-0.169917	-0.192424	0.035972	-0.320567	-0.112736	-0.042003	1.050672
"IMAGE:182324"	-0.220123	-0.284953	0.227904	0.084016	0.041578	0.317395	-0.103586	-0.228607	0.387113	0.314748	0.089518	-0.328585	-1.299058	0.135229	0.12747	-0.044463	-0.076896	0.037193	-0.33854	0.099749	-0.183355	-0.133206	0.080279	-0.119643	0.226616	0.235724	0.233144	0.664817	-0.20199	-0.0731	0.118584	-0.039342	0.374693	-0.440115	0.279191	-0.045145	-0.19504	0.095082	0.213415	-0.147174	-0.527334	0.270872	0.203538	0.308839	-0.134299	-0.013372	0.10403	0.13102
"YOR047C"	-0.573896	-0.483842	-0.242622	-0.820582	-0.165487	-0.208354	0.09348	0.552898	-0.055443	0.69839	0.056319	-0.612017	0.224619	0.201908	0.65078	0.011056	0.553816	0.242214	0.68018	-0.054449	0.489784	0.106682	0.438286	-0.105306	-0.137376	0.626616	-0.703746	0.102071	-0.823237	0.277832	0.241841	0.369987	0.140324	0.444881	0.098228	-0.824201	-0.060059	-0.228738	0.045632	-0.05374	-0.177424	0.27621	-0.164065	-0.327262	-0.155093	-0.111996	0.272113	0.048984
"IMAGE:2013178"	0.078836	0.22618	-0.538907	-0.206664	0.135786	0.348123	-0.184717	-0.051848	-0.188136	-0.526719	-0.295539	-0.714953	0.043535	-0.674173	-0.027885	0.27546	0.665233	0.038128	0.452349	0.457803	-0.017869	-0.015255	0.024307	0.290215	0.20689	0.163443	-0.466949	0.63303	0.233871	0.514492	0.168686	-0.045469	0.646335	0.050649	0.256654	-3.037762	0.282133	0.165424	-0.049521	0.086245	0.341496	-0.110333	-0.068555	-0.349148	0.526443	-0.016191	0.354117	0.100408
"IMAGE:954213"	0.158336	0.339108	0.213354	0.106603	-0.115636	-0.424574	-0.320364	-0.31039	-0.44986	-0.108492	0.019269	-0.37231	-0.152038	-0.369551	-0.569984	-0.107281	-0.017153	-0.31391	0.334153	-0.047595	-0.345933	-0.470267	0.077278	0.061307	0.197645	-0.602984	0.118183	0.397136	-0.038925	0.042264	0.059997	0.202424	0.23116	0.187195	0.493191	0.2898	0.469493	0.154549	-0.248199	0.144918	0.34466	0.033356	-0.229874	-0.48197	0.328556	0.066895	0.05807	-0.003415
"IMAGE:1842507"	0.041472	-0.297705	0.000331	-1.118563	0.225615	0.315533	0.205798	0.108862	0.239022	0.25227	0.044642	0.243965	0.349365	0.33521	0.128349	0.039493	0.355515	0.474595	0.015758	-0.480979	0.246763	-0.027521	-0.164409	-0.297587	-0.190933	-0.252586	0.149049	-0.061751	-0.307655	-0.463841	0.033869	0.177437	0.055805	0.130145	0.122927	-0.109547	-0.089618	0.076993	0.141132	0.049759	-0.194053	0.362467	-0.139676	0.318937	-0.235439	0.041495	-0.321804	-0.059731
"IMAGE:223483"	0.233622	0.227458	0.414989	-0.37022	0.445565	0.216447	0.269116	-0.206078	0.260828	-0.228717	0.089689	0.340793	0.152733	0.055835	0.158354	-0.003023	0.180285	0.000788	0.186907	0.126395	-0.117811	-0.35822	0.203077	-0.239447	0.070564	-0.136389	-0.072505	-0.394144	0.107619	-0.20307	0.25515	-0.268584	-0.022113	-0.559469	-0.003862	-0.46672	0.077071	0.092094	0.121221	-0.206284	0.14821	-0.006008	-0.036763	0.005787	0.178318	-0.1981	0.205969	-0.426521
"IMAGE:450114"	0.252963	0.080993	0.318405	0.331405	-0.007875	0.027489	-0.033215	-0.227415	-0.517861	-0.096593	-0.194268	0.028271	-0.017842	0.208586	0.028215	0.18464	-0.078116	0.121363	-0.36234	0.32747	-0.229455	0.104184	-0.132607	0.175846	-0.326846	0.033809	-0.531641	-0.410366	0.300534	0.058225	0.113899	0.09028	0.091716	0.318561	0.173339	-0.010128	0.161258	0.220369	0.160167	0.011035	-0.471875	-0.228319	-0.310405	0.152194	-0.197087	0.263951	-0.050003	-0.01638
"IMAGE:1029186"	-0.257935	-0.12361	-0.357773	0.289855	-0.085962	0.244001	-0.109041	0.046383	-0.164544	-0.423579	0.00076	0.215765	-0.298183	-0.183261	0.194088	-0.00295	0.035021	-0.057813	0.430368	0.081955	0.567	-0.019309	-0.346304	0.082636	-0.053475	0.377879	-0.131831	-0.029679	0.113087	-0.08283	-0.074874	0.077234	-0.071308	-0.134069	0.371802	0.345712	-0.33383	-0.22714	0.203083	0.243124	0.200155	0.164323	-0.30164	-0.694828	0.044593	0.248294	-0.186737	-0.413695
"IMAGE:1031167"	-1.019544	-0.138425	0.102961	-1.172281	-0.308079	-0.026595	0.156045	0.566846	0.17121	0.135542	0.198358	-0.349701	0.213297	0.247882	-0.061742	0.307992	0.339302	0.198886	-0.100226	0.022346	0.513651	0.23002	0.09854	0.113094	-0.508651	0.469648	-0.329334	0.0487	-0.350196	-0.362561	-0.011282	0.236769	-0.369067	0.271266	-0.048594	0.096274	-0.215502	0.048818	-0.110843	0.076943	0.057068	0.289792	0.277776	-0.054609	0.520042	-0.132711	0.380394	0.373761
"IMAGE:970391"	-0.442426	0.177493	-0.634537	0.112271	-0.190447	0.047223	0.05091	0.291017	0.290868	-0.101731	0.189294	0.580803	0.381837	0.293937	0.379154	0.067264	0.687935	0.018601	0.222287	0.195089	0.171659	0.229468	0.004994	-0.198432	0.049657	0.08301	-0.404683	-0.042861	-0.413957	-0.278728	-0.06165	0.291447	-0.163048	-0.327937	-0.3286	-0.041606	-0.069965	0.033442	0.07235	-0.076605	-0.291281	-0.219066	0.384373	-0.074481	-0.757932	-0.011721	-0.037997	0.758695
"IMAGE:740941"	0.183748	-0.386289	-0.389379	-0.119396	-0.390571	0.463947	-0.360027	-0.18343	-0.425124	-0.01144	-0.51327	-0.045017	-0.398778	-0.37211	-0.641645	0.093342	-0.491236	-0.360074	-0.100558	0.006513	-0.464586	-0.165565	-0.417949	-0.050392	0.032852	0.308437	0.02722	0.287	0.2419	0.295103	-0.08978	0.396519	-0.013325	0.285635	0.448944	0.123605	0.13638	0.196245	-0.255948	0.132342	0.391566	0.4533	0.132036	0.171826	0.25084	0.194913	0.19781	0.011127
"IMAGE:1847230"	0.648593	0.279965	0.375168	0.515035	0.836106	0.4375	0.630007	0.078213	0.611849	0.39985	0.300529	0.375469	0.184841	0.110213	0.308255	0.115193	0.462392	0.154752	0.54367	0.128889	0.354044	0.082894	0.177618	-0.026777	-0.467162	-0.409085	-0.044384	-0.52694	-0.085579	-0.432569	-0.153299	-0.375028	-0.623161	-0.649851	-0.480319	-0.153796	-0.347774	-0.36382	-0.168538	-0.171112	-0.183099	-0.513148	-0.078167	-0.295368	-0.356747	-0.330198	-0.254026	-0.093175
"IMAGE:1011266"	-1.232749	-0.521624	-0.348583	-0.024698	-0.224432	0.535704	0.080603	0.408574	0.219431	-0.109428	-0.486929	-0.356794	-0.189775	-0.152683	0.08561	0.050998	-0.483166	-0.282635	-0.983104	0.445946	-0.41105	0.028236	-0.365123	0.253207	-0.191299	0.446472	-0.316014	0.362128	0.013674	0.061639	0.262256	0.183107	0.305344	1.235552	0.394575	0.234517	0.220979	-0.251429	0.342233	-0.181399	0.361271	-0.046502	0.163072	-0.021688	0.592569	-0.031755	-0.221074	-0.146082
"IMAGE:810497"	0.109366	0.014509	0.115514	-0.076464	-0.037658	-0.258974	-0.220422	-0.399019	-0.158518	-0.08336	-0.116032	-0.173474	-0.25118	-0.501659	-0.261324	-0.560452	-0.256814	-0.347165	-0.469631	-0.238131	-0.314785	-0.295543	-0.286348	0.366425	0.141549	0.350687	0.160224	-0.092782	-0.053782	0.128197	0.005314	0.211475	0.014026	0.139788	0.009724	0.165476	0.414703	0.0482	0.280188	0.340341	0.39106	0.27371	0.329069	0.196687	0.069092	0.210031	0.275336	0.177953
"IMAGE:1715355"	0.349442	-0.124269	-0.304241	0.239163	0.001038	-0.039682	0.245156	0.50457	0.676779	0.015252	0.46132	-0.396438	-0.063888	-0.25316	-0.319762	0.006519	0.058763	0.042364	-0.029182	-0.20484	0.774315	0.042142	0.021298	0.111495	-0.391379	0.432634	-0.171983	-0.034363	-0.558238	0.304922	0.022804	0.283696	-0.408645	-0.578395	-0.058807	0.386386	-0.132806	-0.183645	-0.023095	-0.372095	0.225767	0.120955	-0.719099	-0.360345	-0.061525	0.114923	0.130162	0.660208
"IMAGE:1632376"	0.224612	0.034944	-0.15235	0.056561	-0.544562	-0.010542	0.089352	0.330886	-0.285355	0.270778	-0.132456	-0.11288	0.032025	-0.263778	-0.144859	-0.596294	0.386237	0.309914	-0.994585	0.014328	0.466999	-0.129194	0.065922	0.637343	0.204674	0.188362	-0.430852	0.085271	-0.141128	0.237619	-0.237509	0.582144	0.166361	-0.260564	0.172461	0.237407	-0.216749	-0.28178	-0.186533	0.100024	-0.305034	0.082936	0.665997	-0.453006	0.102228	-0.22862	0.415969	0.167075
"YML079W"	0.254953	0.041238	-0.267191	0.199433	-0.516208	0.006756	-0.498424	0.603166	0.22383	-0.16121	0.340571	-0.660351	0.254751	0.219071	-0.166089	-0.425679	0.273289	0.329145	0.910708	0.16109	0.226201	-0.070084	0.320387	-0.117682	0.44355	-0.945031	0.177669	0.024035	-0.330047	-0.306342	-0.558482	-0.439195	-0.161013	-0.201388	-0.197698	0.315052	0.14566	-0.301132	0.078892	0.339531	-0.031826	0.16305	0.372117	-0.054344	-0.013769	-0.038539	-0.025172	0.055434
"IMAGE:1626903"	-0.854195	0.056031	0.131503	-0.339871	0.283289	0.115789	-0.15939	0.466806	0.700772	0.108431	0.089357	-0.034288	0.131042	-0.103968	-0.02267	-0.040271	0.140131	0.114132	-0.417754	-0.377329	0.146684	0.178412	-0.182512	0.09	-0.293521	-0.059503	0.074974	0.188116	-0.198073	0.220834	-0.238194	0.170391	-0.353256	0.505344	-0.167653	-0.201259	-0.20288	-0.071813	-0.060993	0.183946	0.128834	0.327429	-0.191776	0.263555	-0.049851	0.20744	-0.049304	0.196619
"IMAGE:1011258"	0.17317	0.113938	-0.023519	0.272551	0.007865	-0.066083	-0.202062	-0.299211	-0.186296	-0.149645	-0.017409	0.175605	0.414374	0.052453	0.061435	0.267142	-0.084671	0.174107	0.042458	0.369008	-0.627429	0.086678	-0.214795	0.436112	-0.375301	-0.040035	0.024839	0.115547	-0.528356	-0.360029	0.000132	0.540615	0.045692	0.305139	-0.324554	-0.085891	0.229438	-0.402194	-0.214037	-0.522	-0.359696	-0.118982	0.104707	-0.028495	0.192418	-0.032606	0.673959	0.572725
"IMAGE:37671"	0.42218	0.123525	-0.074821	0.388329	0.508377	0.548466	0.312614	0.414133	0.251897	0.1908	0.03758	0.205553	0.106888	0.242108	0.02909	0.308207	-0.061277	0.031117	0.205056	0.322792	-0.337508	0.017823	-0.47755	-0.094918	0.124832	-0.04841	-0.296763	-0.242623	0.059671	-0.231346	-0.195833	-0.198399	-0.05621	0.130095	-0.184998	-0.032974	-0.324951	-0.103828	-0.30132	-0.389247	0.004588	-0.177216	-0.250125	-0.06674	-0.419026	-0.153067	-0.277316	-0.394025
"IMAGE:1643567"	-1.06419	0.491865	0.101911	-0.09062	0.556707	0.382454	0.373871	0.42283	0.297821	-0.331154	0.229016	0.065687	-0.267559	0.311435	0.664917	0.182283	0.032406	0.028434	0.080729	0.290869	-0.86293	0.194035	0.235304	0.192642	-1.012356	-0.253654	0.122502	0.043142	-0.925887	-0.357138	0.822289	0.395284	0.008696	0.065658	0.003072	0.292477	0.130775	-0.313724	-0.583006	-0.133074	-0.000793	0.068061	0.014595	0.473954	-0.555915	-0.277111	-0.04775	0.278808
"IMAGE:1569397"	-0.653978	-0.014195	-0.099962	-0.287761	0.029353	0.058208	0.090488	0.235969	0.203947	0.16184	-0.07029	-0.111506	0.218539	0.034567	-0.534683	-0.210653	-0.026751	0.177258	-0.469261	0.332415	-0.169616	-0.34427	-0.271155	0.102664	-0.249259	0.607282	0.38406	0.455951	-0.323811	0.405113	-0.218756	0.197089	-0.106484	0.539181	-0.23173	0.292454	0.0911	-0.081545	-0.195664	-0.11881	-0.099046	0.408932	-0.140035	-0.223876	-0.032363	-0.010979	-0.007795	0.278157
"IMAGE:1737284"	-0.530836	0.359954	-0.235731	0.870663	0.205189	0.101275	0.492027	0.156968	0.256547	0.115999	0.161752	-0.020079	0.134098	0.29052	-0.290369	-0.465588	-0.268681	0.05897	-0.749994	-0.015479	1.415967	0.053174	0.166044	-0.061684	0.365202	0.240708	-0.494081	-0.171748	-0.19547	-0.027262	-0.138518	-0.125911	-0.123658	0.087104	0.210767	0.019972	-0.499714	0.011722	-0.162914	0.135661	-0.08195	-0.062207	-0.057936	0.153193	-0.066952	-0.272152	-0.521361	-0.2406
"IMAGE:121436"	0.238538	0.028196	0.318953	0.42774	0.264715	0.457515	0.26801	0.207758	-0.001824	0.062822	0.213129	0.311768	0.221145	0.011766	0.223373	0.086616	0.213188	0.244638	0.046632	0.062275	0.040961	-0.100306	0.212293	-0.115603	-0.214824	0.004389	-0.037559	-0.009596	0.072769	-0.045749	-0.097746	-0.265263	-0.273647	0.041242	-0.138848	-0.245634	-0.202701	-0.366975	-0.293641	-0.143557	-0.217099	-0.230577	-0.232012	-0.339803	-0.235119	-0.167606	0.027125	-0.213104
"IMAGE:488301"	0.042581	0.031783	-0.193126	-0.117579	-0.27108	-0.207276	-0.119391	-0.442063	-0.470459	-0.280362	-0.250031	-0.23858	-0.308053	-0.185633	-0.211154	-0.219574	-0.031391	0.039797	-0.082296	0.025562	-0.333497	-0.083646	-0.126291	0.094179	-0.104181	0.268295	0.099781	0.17455	-0.015076	0.249181	0.058955	0.213262	0.140816	0.267256	0.24041	0.317439	-0.015919	0.240493	-0.141033	0.040554	0.19846	0.107434	0.107817	-0.006722	0.227823	0.213495	0.258186	0.241487
"IMAGE:1849610"	-0.108483	0.131787	-0.271036	0.479694	0.171688	0.132968	0.400082	-0.058105	0.005929	0.129809	0.2694	-0.662508	0.505119	-0.678947	0.068128	-0.109152	-0.45105	0.342202	0.0864	0.165989	0.949407	-0.000617	-0.231939	0.312454	0.30642	-0.293309	0.391083	-0.031588	0.159373	-0.494125	-0.590174	0.182774	-0.129542	0.536258	0.133036	0.025971	-0.452323	-0.362263	-0.358704	-0.386965	-0.181644	-0.272765	0.131387	0.023078	0.063263	-0.450025	0.044863	0.559971
"IMAGE:454975"	0.916809	0.065313	0.086773	0.37901	0.053193	0.345761	0.204965	0.285519	0.068878	-0.160475	0.256206	0.011895	-0.027741	-0.119126	0.035415	0.073255	0.191944	0.135882	-1.185929	0.259832	-0.875971	0.113859	-0.431942	0.206455	-0.457045	-0.200798	-0.276538	-0.167869	-0.145779	0.000563	-0.205489	0.317884	-0.014464	-0.217671	0.278745	0.26355	0.014535	0.430361	0.000415	-0.160584	0.112224	0.033127	-0.28462	-0.254409	-0.177828	0.046116	0.00321	0.021367
"IMAGE:1011540"	-0.48842	0.242629	0.127475	1.280304	-0.145477	0.044513	0.184497	-0.032819	-0.228906	-1.002851	0.548061	-0.725899	-0.633638	-0.148664	-0.393277	0.409414	-0.370112	-0.622525	0.266519	0.430089	-0.6058	0.298201	-1.259377	0.1829	-0.299374	0.466749	-0.560569	1.292064	-0.355289	1.365815	-0.691951	-0.017073	-0.012815	0.630954	-0.001303	0.30852	0.155469	0.019084	-0.007031	-0.10833	0.586843	-0.778203	-0.023902	-0.648821	-0.473538	0.746314	0.328768	-0.451172
